country,year,month,avg_temperature_celsius,max_temperature_celsius,total_precip_mm,avg_humidity,avg_wind_kph,observation_count,year_month
Afghanistan,2024,5,20.305882352941175,26.6,1.85,38.05882352941177,11.51764705882353,17,2024-05-01
Afghanistan,2024,6,25.59,32.9,2.18,24.833333333333332,17.11,30,2024-06-01
Afghanistan,2024,7,31.303448275862067,36.1,0.01,17.93103448275862,20.731034482758623,29,2024-07-01
Afghanistan,2024,8,30.848387096774193,34.7,1.15,20.548387096774192,20.19677419354839,31,2024-08-01
Afghanistan,2024,9,28.216666666666665,32.3,0.43000000000000005,13.733333333333333,12.223333333333333,30,2024-09-01
Afghanistan,2024,10,21.98709677419355,26.8,3.15,21.70967741935484,6.461290322580646,31,2024-10-01
Afghanistan,2024,11,15.67,23.7,0.06,27.466666666666665,4.6466666666666665,30,2024-11-01
Afghanistan,2024,12,7.174193548387097,10.3,0.01,22.387096774193548,4.235483870967743,31,2024-12-01
Afghanistan,2025,1,1.3129032258064517,5.6,2.31,58.87096774193548,6.961290322580646,31,2025-01-01
Afghanistan,2025,2,4.789285714285714,8.2,1.42,47.857142857142854,7.139285714285714,28,2025-02-01
Afghanistan,2025,3,11.993548387096775,21.0,1.98,33.03225806451613,6.32258064516129,31,2025-03-01
Afghanistan,2025,4,22.986666666666668,29.0,0.04,18.4,6.613333333333333,30,2025-04-01
Afghanistan,2025,5,27.26774193548387,31.4,4.3500000000000005,17.483870967741936,10.783870967741937,31,2025-05-01
Afghanistan,2025,6,31.013333333333332,34.6,0.06999999999999999,13.0,12.126666666666667,30,2025-06-01
Afghanistan,2025,7,32.880645161290325,36.3,0.02,11.741935483870968,9.67741935483871,31,2025-07-01
Afghanistan,2025,8,30.480645161290322,32.5,0.0,15.35483870967742,6.870967741935484,31,2025-08-01
Afghanistan,2025,9,26.97142857142857,28.9,0.0,17.821428571428573,5.589285714285714,28,2025-09-01
Albania,2024,5,25.647058823529413,29.0,5.02,57.529411764705884,13.076470588235294,17,2024-05-01
Albania,2024,6,30.84333333333333,38.2,1.6,45.766666666666666,14.346666666666666,30,2024-06-01
Albania,2024,7,34.63793103448276,39.2,3.17,37.0,18.78965517241379,29,2024-07-01
Albania,2024,8,34.980645161290326,38.1,0.69,32.12903225806452,18.125806451612902,31,2024-08-01
Albania,2024,9,27.516666666666666,36.2,11.68,48.266666666666666,9.120000000000001,30,2024-09-01
Albania,2024,10,21.835483870967742,26.3,4.39,56.806451612903224,6.135483870967741,31,2024-10-01
Albania,2024,11,13.783333333333333,20.0,2.59,59.13333333333333,6.133333333333334,30,2024-11-01
Albania,2024,12,11.741935483870968,15.2,9.71,62.58064516129032,6.77741935483871,31,2024-12-01
Albania,2025,1,13.425806451612903,18.3,3.2799999999999994,58.96774193548387,6.280645161290322,31,2025-01-01
Albania,2025,2,12.428571428571429,15.2,0.5700000000000001,52.42857142857143,5.175,28,2025-02-01
Albania,2025,3,16.067741935483873,25.4,7.45,51.61290322580645,7.719354838709678,31,2025-03-01
Albania,2025,4,18.403333333333332,25.2,4.32,49.833333333333336,8.13,30,2025-04-01
Albania,2025,5,21.664516129032258,25.3,6.58,50.96774193548387,8.22258064516129,31,2025-05-01
Albania,2025,6,29.323333333333334,34.2,0.0,38.36666666666667,7.836666666666667,30,2025-06-01
Albania,2025,7,30.361290322580647,35.3,0.45999999999999996,36.58064516129032,12.077419354838709,31,2025-07-01
Albania,2025,8,28.22258064516129,34.0,0.27,44.32258064516129,8.916129032258064,31,2025-08-01
Albania,2025,9,23.775000000000002,27.3,0.82,59.392857142857146,6.410714285714286,28,2025-09-01
Algeria,2024,5,26.11764705882353,34.0,0.01,45.705882352941174,22.61764705882353,17,2024-05-01
Algeria,2024,6,27.89,35.0,0.0,46.733333333333334,23.71333333333333,30,2024-06-01
Algeria,2024,7,30.29642857142857,37.3,0.0,53.82142857142857,16.84642857142857,28,2024-07-01
Algeria,2024,8,31.483870967741936,37.0,0.0,51.74193548387097,17.580645161290324,31,2024-08-01
Algeria,2024,9,28.43,38.2,0.55,50.63333333333333,15.01,30,2024-09-01
Algeria,2024,10,23.76774193548387,29.4,0.78,62.12903225806452,10.425806451612903,31,2024-10-01
Algeria,2024,11,19.44333333333333,25.3,2.57,66.3,9.496666666666666,30,2024-11-01
Algeria,2024,12,14.748387096774193,19.0,1.87,61.58064516129032,10.332258064516129,31,2024-12-01
Algeria,2025,1,15.019354838709678,21.2,3.11,63.03225806451613,13.22258064516129,31,2025-01-01
Algeria,2025,2,15.424999999999999,22.2,1.4200000000000002,65.78571428571429,7.921428571428572,28,2025-02-01
Algeria,2025,3,17.616129032258065,23.1,1.2999999999999998,60.96774193548387,15.070967741935483,31,2025-03-01
Algeria,2025,4,19.7,25.1,2.0,59.13333333333333,11.743333333333334,30,2025-04-01
Algeria,2025,5,22.274193548387096,28.4,2.87,60.29032258064516,11.958064516129031,31,2025-05-01
Algeria,2025,6,28.503333333333334,33.3,0.0,55.1,10.463333333333333,30,2025-06-01
Algeria,2025,7,29.34193548387097,35.4,0.13,55.806451612903224,12.261290322580644,31,2025-07-01
Algeria,2025,8,27.712903225806453,31.3,0.0,55.225806451612904,9.725806451612904,31,2025-08-01
Algeria,2025,9,24.353571428571428,32.3,0.18,69.25,9.185714285714285,28,2025-09-01
Andorra,2024,5,12.423529411764704,19.4,5.9799999999999995,60.88235294117647,9.876470588235295,17,2024-05-01
Andorra,2024,6,17.459999999999997,24.8,5.41,53.2,10.673333333333334,30,2024-06-01
Andorra,2024,7,24.010344827586206,28.9,3.19,37.44827586206897,13.072413793103449,29,2024-07-01
Andorra,2024,8,23.416129032258063,28.3,4.03,42.16129032258065,9.180645161290323,31,2024-08-01
Andorra,2024,9,14.58,20.6,9.33,55.03333333333333,9.94,30,2024-09-01
Andorra,2024,10,11.593548387096773,18.7,1.1400000000000001,67.0,8.580645161290322,31,2024-10-01
Andorra,2024,11,6.1433333333333335,12.6,2.6100000000000003,74.63333333333334,6.846666666666667,30,2024-11-01
Andorra,2024,12,2.9645161290322584,11.2,2.17,69.38709677419355,8.319354838709677,31,2024-12-01
Andorra,2025,1,2.035483870967742,8.6,3.73,66.48387096774194,8.025806451612903,31,2025-01-01
Andorra,2025,2,4.128571428571428,8.9,1.4,67.60714285714286,6.710714285714286,28,2025-02-01
Andorra,2025,3,1.1806451612903226,14.1,6.43,82.51612903225806,9.516129032258064,31,2025-03-01
Andorra,2025,4,7.21,14.1,5.97,63.7,8.566666666666666,30,2025-04-01
Andorra,2025,5,11.038709677419355,24.0,4.07,54.87096774193548,7.558064516129032,31,2025-05-01
Andorra,2025,6,21.09333333333333,26.3,1.3800000000000001,43.03333333333333,8.026666666666667,30,2025-06-01
Andorra,2025,7,19.07741935483871,24.8,2.67,50.41935483870968,7.658064516129032,31,2025-07-01
Andorra,2025,8,20.793548387096774,27.0,2.02,44.96774193548387,6.296774193548386,31,2025-08-01
Andorra,2025,9,14.049999999999999,22.1,1.09,62.392857142857146,7.303571428571429,28,2025-09-01
Angola,2024,5,29.08823529411765,32.0,0.0,69.76470588235294,19.594117647058823,17,2024-05-01
Angola,2024,6,26.55,29.3,0.0,68.33333333333333,19.243333333333332,30,2024-06-01
Angola,2024,7,24.475862068965515,26.3,0.0,67.0,15.827586206896552,29,2024-07-01
Angola,2024,8,24.458064516129035,29.1,0.0,67.83870967741936,14.687096774193549,31,2024-08-01
Angola,2024,9,25.956666666666667,29.4,0.02,68.03333333333333,12.473333333333333,30,2024-09-01
Angola,2024,10,26.251612903225805,28.2,0.27,73.58064516129032,9.348387096774195,31,2024-10-01
Angola,2024,11,27.296666666666667,30.4,0.8600000000000001,76.1,7.6033333333333335,30,2024-11-01
Angola,2024,12,27.758064516129032,30.4,5.73,76.96774193548387,9.529032258064515,31,2024-12-01
Angola,2025,1,29.38064516129032,31.3,1.72,67.19354838709677,8.135483870967741,31,2025-01-01
Angola,2025,2,29.264285714285712,32.2,1.78,69.75,8.407142857142857,28,2025-02-01
Angola,2025,3,29.548387096774192,31.3,0.2,69.41935483870968,6.077419354838709,31,2025-03-01
Angola,2025,4,28.626666666666665,31.3,3.0900000000000003,73.93333333333334,7.923333333333333,30,2025-04-01
Angola,2025,5,27.861290322580647,31.2,1.29,76.7741935483871,7.583870967741936,31,2025-05-01
Angola,2025,6,25.203333333333333,27.3,0.01,75.26666666666667,6.116666666666666,30,2025-06-01
Angola,2025,7,22.293548387096774,25.0,0.0,74.80645161290323,6.880645161290323,31,2025-07-01
Angola,2025,8,21.019354838709678,24.3,0.030000000000000002,79.38709677419355,6.038709677419354,31,2025-08-01
Angola,2025,9,22.707142857142856,24.4,0.08,79.82142857142857,4.964285714285714,28,2025-09-01
Antigua And Barbuda,2024,5,29.41176470588235,31.0,1.6600000000000001,72.82352941176471,16.241176470588233,17,2024-05-01
Antigua And Barbuda,2024,6,29.92758620689655,31.4,1.22,72.34482758620689,16.368965517241378,29,2024-06-01
Antigua And Barbuda,2024,7,28.675,30.4,3.0,76.85714285714286,21.657142857142855,28,2024-07-01
Antigua And Barbuda,2024,8,28.774193548387096,30.4,3.6100000000000003,76.41935483870968,20.03548387096774,31,2024-08-01
Antigua And Barbuda,2024,9,27.709999999999997,30.4,3.69,81.46666666666667,15.706666666666667,30,2024-09-01
Antigua And Barbuda,2024,10,27.72258064516129,29.0,2.66,77.0,19.73548387096774,31,2024-10-01
Antigua And Barbuda,2024,11,26.389655172413793,28.6,4.36,83.82758620689656,19.282758620689656,29,2024-11-01
Antigua And Barbuda,2024,12,25.606451612903225,27.3,5.29,76.7741935483871,26.02258064516129,31,2024-12-01
Antigua And Barbuda,2025,1,24.436666666666667,26.4,2.08,80.8,27.83,30,2025-01-01
Antigua And Barbuda,2025,2,24.67142857142857,25.4,6.09,75.85714285714286,33.371428571428574,28,2025-02-01
Antigua And Barbuda,2025,3,24.506451612903227,26.7,1.8499999999999999,78.74193548387096,25.55483870967742,31,2025-03-01
Antigua And Barbuda,2025,4,24.946666666666665,26.5,1.46,79.46666666666667,28.60666666666667,30,2025-04-01
Antigua And Barbuda,2025,5,26.129032258064516,27.4,1.18,82.19354838709677,28.225806451612904,31,2025-05-01
Antigua And Barbuda,2025,6,26.8,27.4,1.43,76.76666666666667,31.376666666666665,30,2025-06-01
Antigua And Barbuda,2025,7,26.81935483870968,28.1,5.5,79.48387096774194,29.5258064516129,31,2025-07-01
Antigua And Barbuda,2025,8,27.62258064516129,28.4,2.4699999999999998,79.29032258064517,24.458064516129035,31,2025-08-01
Antigua And Barbuda,2025,9,26.97142857142857,28.3,5.32,81.89285714285714,21.564285714285713,28,2025-09-01
Argentina,2024,5,11.235294117647058,16.0,0.02,75.6470588235294,11.258823529411766,17,2024-05-01
Argentina,2024,6,13.55,24.2,1.35,79.43333333333334,12.723333333333333,30,2024-06-01
Argentina,2024,7,6.796428571428572,15.9,0.0,78.32142857142857,8.425,28,2024-07-01
Argentina,2024,8,9.764516129032257,23.4,6.359999999999999,84.83870967741936,12.30967741935484,31,2024-08-01
Argentina,2024,9,12.383333333333333,19.4,0.44,82.06666666666666,11.506666666666666,30,2024-09-01
Argentina,2024,10,14.780645161290321,21.2,0.78,84.38709677419355,10.006451612903225,31,2024-10-01
Argentina,2024,11,17.709999999999997,22.4,1.6,83.9,10.686666666666667,30,2024-11-01
Argentina,2024,12,17.838709677419356,22.2,1.6,74.61290322580645,12.019354838709678,31,2024-12-01
Argentina,2025,1,21.716666666666665,26.1,0.09,77.33333333333333,9.993333333333334,30,2025-01-01
Argentina,2025,2,21.567857142857143,27.2,4.710000000000001,81.85714285714286,10.032142857142857,28,2025-02-01
Argentina,2025,3,18.551612903225806,27.3,8.15,88.58064516129032,8.996774193548386,31,2025-03-01
Argentina,2025,4,13.693333333333333,20.2,0.61,87.46666666666667,8.993333333333334,30,2025-04-01
Argentina,2025,5,13.296774193548387,20.3,6.109999999999999,89.61290322580645,8.69032258064516,31,2025-05-01
Argentina,2025,6,7.88,12.4,0.43000000000000005,81.23333333333333,9.646666666666667,30,2025-06-01
Argentina,2025,7,8.98709677419355,16.2,3.61,86.12903225806451,9.01290322580645,31,2025-07-01
Argentina,2025,8,10.277419354838708,17.3,2.4499999999999997,84.6774193548387,10.509677419354839,31,2025-08-01
Argentina,2025,9,11.089285714285714,18.2,1.81,87.28571428571429,9.950000000000001,28,2025-09-01
Armenia,2024,5,22.823529411764707,31.0,3.7600000000000002,33.8235294117647,10.617647058823529,17,2024-05-01
Armenia,2024,6,31.30666666666667,36.4,3.48,20.7,12.54,30,2024-06-01
Armenia,2024,7,31.858620689655172,38.2,1.29,29.17241379310345,10.851724137931035,29,2024-07-01
Armenia,2024,8,34.13225806451613,39.3,0.08,22.193548387096776,8.174193548387096,31,2024-08-01
Armenia,2024,9,27.65666666666667,35.2,0.76,28.966666666666665,8.326666666666666,30,2024-09-01
Armenia,2024,10,18.35483870967742,26.3,1.7499999999999998,36.903225806451616,8.383870967741935,31,2024-10-01
Armenia,2024,11,10.886666666666667,16.2,1.26,49.53333333333333,6.45,30,2024-11-01
Armenia,2024,12,4.696774193548387,8.1,1.23,55.74193548387097,4.941935483870967,31,2024-12-01
Armenia,2025,1,3.3548387096774195,7.4,0.0,53.67741935483871,3.903225806451613,31,2025-01-01
Armenia,2025,2,3.5392857142857146,10.3,1.58,48.17857142857143,5.667857142857143,28,2025-02-01
Armenia,2025,3,14.51290322580645,23.3,3.54,32.38709677419355,5.612903225806452,31,2025-03-01
Armenia,2025,4,17.06,24.3,1.26,42.8,9.94,30,2025-04-01
Armenia,2025,5,23.58709677419355,27.2,2.0300000000000002,34.83870967741935,9.245161290322581,31,2025-05-01
Armenia,2025,6,27.43,32.3,0.33,23.866666666666667,8.286666666666667,30,2025-06-01
Armenia,2025,7,31.129032258064516,35.3,0.13,27.096774193548388,6.687096774193549,31,2025-07-01
Armenia,2025,8,31.019354838709678,35.2,0.05,28.096774193548388,8.67741935483871,31,2025-08-01
Armenia,2025,9,23.571428571428573,31.3,0.36,36.107142857142854,8.696428571428571,28,2025-09-01
Australia,2024,5,3.8666666666666667,14.0,0.22,92.0,6.446666666666667,15,2024-05-01
Australia,2024,6,3.978125,11.6,0.66,90.5625,8.64375,32,2024-06-01
Australia,2024,7,4.403448275862069,9.4,2.44,89.82758620689656,10.458620689655174,29,2024-07-01
Australia,2024,8,7.738709677419355,14.4,10.23,86.09677419354838,10.861290322580645,31,2024-08-01
Australia,2024,9,10.606666666666666,19.1,0.6,64.03333333333333,11.486666666666668,30,2024-09-01
Australia,2024,10,11.23225806451613,15.3,0.08,70.87096774193549,11.435483870967742,31,2024-10-01
Australia,2024,11,17.373333333333335,23.2,3.6,65.1,12.496666666666666,30,2024-11-01
Australia,2024,12,17.074193548387097,27.2,2.27,67.70967741935483,10.125806451612902,31,2024-12-01
Australia,2025,1,18.970967741935485,27.2,1.6900000000000002,73.70967741935483,12.361290322580645,31,2025-01-01
Australia,2025,2,20.724999999999998,28.2,0.95,67.39285714285714,10.367857142857144,28,2025-02-01
Australia,2025,3,19.861290322580647,25.4,0.54,69.03225806451613,13.32258064516129,31,2025-03-01
Australia,2025,4,16.113333333333333,21.1,1.71,63.233333333333334,8.95,30,2025-04-01
Australia,2025,5,11.029032258064515,17.3,1.36,73.7741935483871,8.583870967741936,31,2025-05-01
Australia,2025,6,5.676666666666667,11.2,0.49,79.5,7.8133333333333335,30,2025-06-01
Australia,2025,7,7.951612903225806,11.4,7.330000000000001,77.48387096774194,12.996774193548386,31,2025-07-01
Australia,2025,8,10.183870967741935,18.3,1.02,67.06451612903226,11.290322580645162,31,2025-08-01
Australia,2025,9,13.832142857142857,20.4,15.03,55.214285714285715,14.0,28,2025-09-01
Austria,2024,5,20.647058823529413,25.0,2.13,60.76470588235294,16.535294117647055,17,2024-05-01
Austria,2024,6,24.936666666666667,34.3,3.02,53.43333333333333,17.823333333333334,30,2024-06-01
Austria,2024,7,28.482142857142858,35.5,0.68,41.07142857142857,14.639285714285716,28,2024-07-01
Austria,2024,8,29.43548387096774,34.3,0.48,43.32258064516129,13.922580645161291,31,2024-08-01
Austria,2024,9,20.09333333333333,34.1,12.639999999999999,60.1,19.1,30,2024-09-01
Austria,2024,10,13.583870967741934,19.0,0.6799999999999999,73.48387096774194,12.948387096774193,31,2024-10-01
Austria,2024,11,5.87,12.2,0.9,72.63333333333334,12.106666666666666,30,2024-11-01
Austria,2024,12,4.377419354838709,12.2,1.17,73.41935483870968,12.248387096774193,31,2024-12-01
Austria,2025,1,3.351612903225807,12.1,1.02,76.70967741935483,12.73225806451613,31,2025-01-01
Austria,2025,2,2.6392857142857147,8.2,0.11,64.53571428571429,12.971428571428572,28,2025-02-01
Austria,2025,3,9.125806451612902,16.3,2.04,64.03225806451613,11.016129032258064,31,2025-03-01
Austria,2025,4,13.806666666666667,21.1,2.17,61.7,15.139999999999999,30,2025-04-01
Austria,2025,5,14.906451612903227,23.4,3.12,62.806451612903224,12.019354838709678,31,2025-05-01
Austria,2025,6,22.98,29.2,4.359999999999999,55.2,12.139999999999999,30,2025-06-01
Austria,2025,7,22.529032258064515,31.3,4.33,60.645161290322584,13.393548387096773,31,2025-07-01
Austria,2025,8,21.4741935483871,29.3,0.8200000000000001,59.96774193548387,11.36774193548387,31,2025-08-01
Austria,2025,9,17.282142857142855,22.3,1.1400000000000001,75.21428571428571,11.989285714285714,28,2025-09-01
Azerbaijan,2024,5,20.88235294117647,28.0,0.2,51.705882352941174,21.28235294117647,17,2024-05-01
Azerbaijan,2024,6,28.766666666666666,31.6,0.07,47.13333333333333,21.84333333333333,30,2024-06-01
Azerbaijan,2024,7,30.5,34.3,0.35000000000000003,46.06896551724138,24.28965517241379,29,2024-07-01
Azerbaijan,2024,8,30.61935483870968,35.2,0.12,44.41935483870968,22.809677419354838,31,2024-08-01
Azerbaijan,2024,9,26.855172413793102,33.2,0.0,45.793103448275865,23.379310344827587,29,2024-09-01
Azerbaijan,2024,10,19.04516129032258,25.0,2.26,66.7741935483871,21.4,31,2024-10-01
Azerbaijan,2024,11,13.28,19.1,1.2,71.26666666666667,24.066666666666666,30,2024-11-01
Azerbaijan,2024,12,9.48709677419355,12.3,1.17,72.16129032258064,21.80322580645161,31,2024-12-01
Azerbaijan,2025,1,9.3,13.1,0.07,72.03225806451613,22.406451612903226,31,2025-01-01
Azerbaijan,2025,2,5.121428571428572,12.2,0.46,74.10714285714286,27.00357142857143,28,2025-02-01
Azerbaijan,2025,3,13.061290322580646,23.3,0.1,60.38709677419355,26.845161290322583,31,2025-03-01
Azerbaijan,2025,4,17.003333333333334,28.4,3.29,60.5,24.59,30,2025-04-01
Azerbaijan,2025,5,23.048387096774192,32.3,0.0,52.516129032258064,24.593548387096774,31,2025-05-01
Azerbaijan,2025,6,26.543333333333333,29.3,0.0,50.766666666666666,25.483333333333334,30,2025-06-01
Azerbaijan,2025,7,31.383870967741935,37.2,0.0,46.16129032258065,22.903225806451612,31,2025-07-01
Azerbaijan,2025,8,31.69677419354839,37.1,0.54,44.67741935483871,20.43548387096774,31,2025-08-01
Azerbaijan,2025,9,24.642857142857142,34.2,1.4400000000000002,58.25,23.900000000000002,28,2025-09-01
Bahamas,2024,5,28.764705882352942,32.0,0.5499999999999999,73.6470588235294,13.829411764705881,17,2024-05-01
Bahamas,2024,6,28.548275862068966,30.4,4.75,78.48275862068965,16.713793103448275,29,2024-06-01
Bahamas,2024,7,29.0,30.4,1.72,77.17857142857143,14.735714285714286,28,2024-07-01
Bahamas,2024,8,28.42258064516129,29.5,6.1899999999999995,78.90322580645162,16.5258064516129,31,2024-08-01
Bahamas,2024,9,27.62,30.4,1.35,85.16666666666667,13.253333333333334,30,2024-09-01
Bahamas,2024,10,26.803333333333335,29.3,0.27,77.53333333333333,26.923333333333336,30,2024-10-01
Bahamas,2024,11,24.555172413793105,27.2,4.65,76.20689655172414,24.848275862068967,29,2024-11-01
Bahamas,2024,12,22.64516129032258,24.8,0.0,79.09677419354838,26.758064516129032,31,2024-12-01
Bahamas,2025,1,20.19,24.2,0.0,79.7,20.64,30,2025-01-01
Bahamas,2025,2,20.900000000000002,24.4,0.0,87.21428571428571,21.557142857142857,28,2025-02-01
Bahamas,2025,3,20.08709677419355,25.1,1.56,82.2258064516129,23.635483870967743,31,2025-03-01
Bahamas,2025,4,23.026666666666664,25.2,0.0,74.03333333333333,24.40666666666667,30,2025-04-01
Bahamas,2025,5,25.266666666666666,27.3,0.0,81.96666666666667,22.363333333333333,30,2025-05-01
Bahamas,2025,6,27.003333333333334,28.4,0.0,80.26666666666667,22.836666666666666,30,2025-06-01
Bahamas,2025,7,27.03548387096774,29.2,0.0,83.2258064516129,20.793548387096774,31,2025-07-01
Bahamas,2025,8,27.90967741935484,30.1,4.04,82.03225806451613,18.43548387096774,31,2025-08-01
Bahamas,2025,9,26.646428571428572,29.2,10.85,88.67857142857143,15.889285714285714,28,2025-09-01
Bahrain,2024,5,34.411764705882355,37.0,0.0,39.1764705882353,22.417647058823526,17,2024-05-01
Bahrain,2024,6,36.983333333333334,42.1,0.0,44.36666666666667,18.616666666666667,30,2024-06-01
Bahrain,2024,7,37.88965517241379,43.3,0.0,44.6551724137931,24.313793103448276,29,2024-07-01
Bahrain,2024,8,36.94193548387097,43.2,0.0,56.225806451612904,20.77741935483871,31,2024-08-01
Bahrain,2024,9,37.18,41.2,0.0,45.13333333333333,17.376666666666665,30,2024-09-01
Bahrain,2024,10,31.067741935483873,38.3,0.0,54.67741935483871,16.703225806451613,31,2024-10-01
Bahrain,2024,11,27.14,29.2,0.0,59.1,19.973333333333336,30,2024-11-01
Bahrain,2024,12,21.283870967741933,25.3,0.0,56.32258064516129,18.606451612903225,31,2024-12-01
Bahrain,2025,1,20.125806451612902,22.3,0.01,52.225806451612904,20.17096774193548,31,2025-01-01
Bahrain,2025,2,19.853571428571428,23.4,0.14,55.714285714285715,22.40357142857143,28,2025-02-01
Bahrain,2025,3,24.06451612903226,31.1,0.04,47.74193548387097,20.13225806451613,31,2025-03-01
Bahrain,2025,4,31.94,40.3,0.0,32.1,17.90666666666667,30,2025-04-01
Bahrain,2025,5,36.099999999999994,45.3,0.0,29.258064516129032,20.83225806451613,31,2025-05-01
Bahrain,2025,6,37.75,43.2,0.0,31.233333333333334,22.77,30,2025-06-01
Bahrain,2025,7,38.97096774193548,42.3,0.0,34.74193548387097,21.683870967741935,31,2025-07-01
Bahrain,2025,8,39.141935483870974,42.2,0.0,44.87096774193548,12.735483870967743,31,2025-08-01
Bahrain,2025,9,36.721428571428575,40.4,0.0,45.035714285714285,15.857142857142858,28,2025-09-01
Bangladesh,2024,5,31.605882352941173,38.4,13.23,62.294117647058826,19.48235294117647,17,2024-05-01
Bangladesh,2024,6,30.12,32.0,14.08,74.46666666666667,22.28666666666667,30,2024-06-01
Bangladesh,2024,7,30.185714285714287,33.5,10.27,74.57142857142857,19.567857142857143,28,2024-07-01
Bangladesh,2024,8,28.961290322580645,31.7,18.61,78.61290322580645,17.838709677419356,31,2024-08-01
Bangladesh,2024,9,31.196666666666665,36.8,19.69,67.7,13.35,30,2024-09-01
Bangladesh,2024,10,31.151612903225807,33.8,9.39,58.225806451612904,10.519354838709678,31,2024-10-01
Bangladesh,2024,11,29.983333333333334,33.0,0.0,37.46666666666667,9.26,30,2024-11-01
Bangladesh,2024,12,26.451612903225808,28.4,0.0,28.774193548387096,11.241935483870968,31,2024-12-01
Bangladesh,2025,1,26.94193548387097,30.3,0.0,27.516129032258064,11.051612903225807,31,2025-01-01
Bangladesh,2025,2,30.34642857142857,32.5,0.0,21.607142857142858,13.842857142857143,28,2025-02-01
Bangladesh,2025,3,35.74516129032258,40.0,0.0,17.516129032258064,15.351612903225806,31,2025-03-01
Bangladesh,2025,4,37.36,40.5,1.68,26.733333333333334,11.636666666666667,30,2025-04-01
Bangladesh,2025,5,34.858064516129026,42.2,31.460000000000004,45.12903225806452,13.729032258064517,31,2025-05-01
Bangladesh,2025,6,33.217241379310344,38.0,7.05,59.03448275862069,17.93103448275862,29,2025-06-01
Bangladesh,2025,7,31.55806451612903,35.6,22.2,67.25806451612904,18.780645161290323,31,2025-07-01
Bangladesh,2025,8,31.80322580645161,34.8,17.95,63.54838709677419,16.051612903225806,31,2025-08-01
Bangladesh,2025,9,32.65714285714286,36.6,9.35,59.67857142857143,10.935714285714285,28,2025-09-01
Barbados,2024,5,29.58823529411765,33.0,0.79,77.17647058823529,29.54705882352941,17,2024-05-01
Barbados,2024,6,29.403333333333332,30.4,2.82,78.16666666666667,28.876666666666665,30,2024-06-01
Barbados,2024,7,28.727586206896554,30.3,10.53,79.65517241379311,27.848275862068967,29,2024-07-01
Barbados,2024,8,28.716129032258067,30.4,3.96,79.16129032258064,21.61935483870968,31,2024-08-01
Barbados,2024,9,28.326666666666664,31.4,4.35,84.06666666666666,15.096666666666666,30,2024-09-01
Barbados,2024,10,27.83225806451613,29.4,3.8000000000000003,81.87096774193549,19.241935483870968,31,2024-10-01
Barbados,2024,11,27.74137931034483,29.3,12.71,82.58620689655173,21.444827586206895,29,2024-11-01
Barbados,2024,12,26.138709677419353,28.2,3.0300000000000002,79.12903225806451,23.25483870967742,31,2024-12-01
Barbados,2025,1,25.626666666666665,27.3,3.8,79.53333333333333,26.416666666666668,30,2025-01-01
Barbados,2025,2,25.49285714285714,26.4,2.31,77.42857142857143,29.342857142857145,28,2025-02-01
Barbados,2025,3,25.887096774193548,27.4,1.35,79.3225806451613,24.961290322580645,31,2025-03-01
Barbados,2025,4,25.966666666666665,27.4,1.82,81.86666666666666,24.779999999999998,30,2025-04-01
Barbados,2025,5,27.151612903225807,28.3,3.54,81.90322580645162,24.603225806451615,31,2025-05-01
Barbados,2025,6,27.113333333333333,28.2,2.63,81.66666666666667,30.759999999999998,30,2025-06-01
Barbados,2025,7,27.183870967741935,28.3,4.39,81.74193548387096,24.551612903225806,31,2025-07-01
Barbados,2025,8,27.726666666666667,28.4,2.92,77.56666666666666,21.09333333333333,30,2025-08-01
Barbados,2025,9,27.914285714285715,29.3,5.96,80.25,19.032142857142855,28,2025-09-01
Belarus,2024,5,22.470588235294116,28.0,5.15,40.705882352941174,14.329411764705881,17,2024-05-01
Belarus,2024,6,22.153333333333332,29.3,4.82,58.96666666666667,15.84,30,2024-06-01
Belarus,2024,7,24.29310344827586,31.7,11.08,60.172413793103445,16.120689655172413,29,2024-07-01
Belarus,2024,8,24.664516129032258,32.4,2.29,52.25806451612903,15.04516129032258,31,2024-08-01
Belarus,2024,9,22.42,28.3,0.51,49.9,20.009999999999998,30,2024-09-01
Belarus,2024,10,10.54516129032258,18.2,2.15,74.48387096774194,14.59032258064516,31,2024-10-01
Belarus,2024,11,3.2666666666666666,10.2,0.16,82.66666666666667,18.363333333333333,30,2024-11-01
Belarus,2024,12,0.8483870967741935,6.1,0.64,87.51612903225806,17.983870967741936,31,2024-12-01
Belarus,2025,1,1.2903225806451613,6.2,2.42,90.48387096774194,19.75483870967742,31,2025-01-01
Belarus,2025,2,-2.9785714285714286,4.3,0.34,71.46428571428571,14.007142857142856,28,2025-02-01
Belarus,2025,3,7.212903225806452,13.3,1.92,64.19354838709677,20.522580645161288,31,2025-03-01
Belarus,2025,4,11.139999999999999,25.3,0.42,54.333333333333336,19.83,30,2025-04-01
Belarus,2025,5,12.438709677419354,21.2,4.43,64.35483870967742,15.629032258064516,31,2025-05-01
Belarus,2025,6,17.913333333333334,24.2,5.4,66.26666666666667,22.066666666666666,30,2025-06-01
Belarus,2025,7,21.403225806451612,27.2,3.93,71.83870967741936,14.370967741935484,31,2025-07-01
Belarus,2025,8,19.14516129032258,25.3,1.73,64.38709677419355,15.98709677419355,31,2025-08-01
Belarus,2025,9,16.064285714285713,23.3,0.89,75.5,17.25,28,2025-09-01
